Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2007-08-19,33.4419,34.6985,31.5553,32.594,10601736.543555
2007-08-26,33.2856,36.6176,33.0035,36.6176,8878137.3764558
2007-09-02,36.4585,37.3074,34.5113,36.0834,10497729.545357
2007-09-09,36.0517,36.9304,33.7565,35.2029,6622411.6309614
2007-09-16,34.2591,36.5543,34.1335,35.4217,5047877.5533558
2007-09-23,35.5175,37.0895,34.3233,36.7723,8329182.7224925
2007-09-30,36.4585,37.2143,34.8884,34.8884,5826549.6073252
2007-10-07,35.1397,36.1449,33.6932,34.8884,7471176.1987838
2007-10-14,35.1072,36.1449,34.5113,35.2644,9000512.2071881
2007-10-21,35.2644,35.8944,34.6985,35.2029,4690854.2310208
2007-10-28,34.5113,36.586,34.2591,35.9243,11748596.011381
2007-11-04,36.7723,36.9937,35.3294,35.5798,6842912.1117798
2007-11-11,35.2644,35.391,30.4878,30.9904,13965541.048744
2007-11-18,31.0527,33.63,30.5756,31.7451,9229069.9528354
2007-11-25,32.1221,33.3163,31.6511,32.7197,5261107.1492882
2007-12-02,33.4103,33.4103,31.0527,33.0035,5632685.897776
2007-12-09,32.2487,34.6985,31.8708,34.166,4790858.7715352
2007-12-16,33.9445,35.2029,32.8137,33.2531,7712962.425557
2007-12-23,32.0589,34.1335,30.8014,33.0035,12581382.613356
2007-12-30,32.9086,33.63,32.3418,32.6247,2701543.9955521
2008-01-06,32.5624,33.4419,32.4042,32.7495,3144475.0590462
2008-01-13,32.5624,33.4103,31.6828,31.7768,9636182.6048568
2008-01-20,32.0589,32.0589,26.5652,27.653,15703491.934312
2008-01-27,26.6416,27.5898,24.893,26.0617,23642454.948161
2008-02-03,25.9677,26.3393,25.0819,25.7796,16067440.179879
2008-02-10,26.6521,27.2514,24.422,25.0819,23597986.357315
2008-02-17,24.8306,25.7603,24.5784,24.8174,12973061.27871
2008-02-24,25.1443,26.4579,24.5397,26.2137,12938883.909029
2008-03-02,26.4026,26.7163,24.705,25.0819,10782011.015912
2008-03-09,24.705,25.1135,23.3596,23.5723,9206770.2205864
2008-03-16,23.7006,25.2699,23.5723,23.8245,13626239.156905
2008-03-23,23.4467,23.9493,22.1277,23.2279,10077543.184528
2008-03-30,24.5292,25.1329,24.0451,24.8754,8860712.9722474
2008-04-06,24.6232,26.7163,24.3271,26.4219,13263763.52443
2008-04-13,26.7479,27.1557,25.5231,25.5231,9286289.0514701
2008-04-20,25.277,26.6662,25.2462,26.6662,6958905.998459
2008-04-27,26.6521,27.0309,25.5028,26.226,7071037.40536
2008-05-04,26.4026,26.5784,25.6469,26.3894,2947653.6049645
2008-05-11,26.7092,26.7796,26.0942,26.465,7330853.4692356
2008-05-18,26.465,27.5018,26.4026,26.7796,10397546.333857
2008-05-25,27.0238,27.0238,25.3332,25.3332,4661729.7223341
2008-06-01,25.3332,26.9052,25.2076,25.2076,8583512.3352748
2008-06-08,25.3956,26.1495,25.1584,25.2832,12466029.438556
2008-06-15,25.1135,25.1329,22.9449,23.8868,8293860.4928654
2008-06-22,24.2023,24.2023,22.379,22.6303,10981948.40094
2008-06-29,22.6496,22.9379,21.1268,21.2604,8533607.3667327
2008-07-06,21.4388,21.7367,20.2604,21.1233,7395256.9623427
2008-07-13,21.3096,23.5108,21.1014,22.379,8714725.1206203
2008-07-20,22.379,23.0389,21.6549,22.6303,6336823.6999509
2008-07-27,22.6303,24.0731,22.4142,22.6311,9400050.119845
2008-08-03,22.4537,24.3561,22.2287,23.5134,7998762.0304741
2008-08-10,23.2507,24.0205,21.7349,21.8658,6083621.8766383
2008-08-17,22.3605,23.9668,22.0627,23.3755,5087918.0626412
2008-08-24,23.2173,23.4941,22.0627,22.7226,4347041.1813037
2008-08-31,22.7884,22.8886,21.669,21.7753,7691499.1466483
2008-09-07,21.669,21.9133,20.4379,20.6488,9943566.1200487
2008-09-14,21.0767,21.5626,20.6154,21.1761,6415706.3710832
2008-09-21,21.0099,22.2551,19.6928,22.1821,15134399.808435
2008-09-28,22.3272,22.7955,21.5829,22.3931,11347477.372616
2008-10-05,22.4853,23.053,21.2086,22.3931,9676670.3606222
2008-10-12,21.7349,22.6118,17.9142,18.9169,17540115.863241
2008-10-19,19.2974,20.6752,17.2236,17.2895,19245256.155266
2008-10-26,17.981,18.488,14.1534,14.7527,19885323.907638
2008-11-02,13.8309,18.488,13.8309,18.4415,15315519.838386
2008-11-09,18.4415,19.3431,16.8607,18.2587,13171944.846333
2008-11-16,18.4608,19.5627,16.9925,17.1243,12056940.025375
2008-11-23,17.2895,17.388,15.2157,16.1015,8238339.3376099
2008-11-30,16.3994,18.4415,16.294,17.1902,11138146.673478
2008-12-07,16.9266,18.1779,16.677,17.2042,8429896.2567906
2008-12-14,17.9142,18.0601,16.1437,16.1437,8026946.5249308
2008-12-21,16.5918,17.5927,16.4855,17.5733,10902645.79609
2008-12-28,17.619,17.619,16.5979,16.656,1810303.5304876
2009-01-04,16.8484,17.1041,16.5321,16.9477,3347825.4013092
2009-01-11,17.453,18.4415,17.388,17.453,9711219.8666874
2009-01-18,17.2895,17.7165,16.1375,16.4662,6872871.9357751
2009-01-25,16.4662,16.4662,14.1938,15.4134,7834791.0010466
2009-02-01,15.156,15.6419,14.0418,14.7527,7393760.4505842
2009-02-08,14.721,15.3467,12.8433,14.9504,10265525.545965
2009-02-15,14.9644,15.3387,14.0479,14.0945,8877914.3222317
2009-02-22,13.9758,15.076,12.0524,14.3915,12511098.910169
2009-03-01,14.8915,15.1305,13.2448,13.5682,15967093.091806
2009-03-08,13.3045,14.9504,13.048,14.6552,12864647.821554
2009-03-15,14.6552,14.8721,13.9758,14.1534,13029595.282228
2009-03-22,14.2263,14.3915,13.5682,14.2263,8177526.3346913
2009-03-29,14.417,17.46,14.352,15.9398,27892234.245481
2009-04-05,15.4134,17.4723,15.3467,17.2816,15649591.336276
2009-04-12,17.46,19.0742,16.0716,18.837,15775292.63383
2009-04-19,18.5083,19.3957,16.9266,16.9266,17591842.820623
2009-04-26,17.1305,17.4485,15.808,17.4485,14063200.10581
2009-05-03,17.4406,17.6849,16.4257,17.5074,7564275.1626058
2009-05-10,17.7113,18.771,17.5188,18.1779,10914306.069457
2009-05-17,17.981,18.6066,16.7948,17.5338,12129299.498485
2009-05-24,17.5733,19.2974,17.453,17.974,12399881.342767
2009-05-31,17.974,20.2077,17.5188,19.0997,12167644.340454
2009-06-07,19.7596,21.5961,19.5882,20.8457,13639504.055047
2009-06-14,20.7472,21.0767,19.64,21.0767,8900231.1249571
2009-06-21,20.8923,21.0099,17.9872,19.0223,23152629.010119
2009-06-28,18.9696,18.9696,16.5664,16.9732,18788688.057246
2009-07-05,16.8352,17.8105,16.4662,16.5321,10250626.434222
2009-07-12,16.3273,16.8607,15.8273,16.1375,9521486.0743789
2009-07-19,16.0769,18.0136,15.873,17.1902,10700097.766215
2009-07-26,17.5857,19.3114,17.4811,18.8237,12392154.107147
2009-08-02,19.3431,19.3431,17.467,18.7314,10788717.437047
2009-08-09,18.771,19.0935,17.9142,18.9362,9204551.0586632
2009-08-16,18.7447,19.6594,18.0988,18.1119,15083788.122173
2009-08-23,17.9142,18.9696,17.3018,18.8299,12565972.525355
2009-08-30,18.9696,20.3588,18.837,19.3764,13132758.998895
2009-09-06,19.3632,19.7261,17.981,18.0865,9593507.5520574
2009-09-13,18.4415,19.6269,18.3168,18.488,6420298.3292167
2009-09-20,18.4415,18.6321,17.7693,18.0136,12731873.65664
2009-09-27,18.2903,19.8053,17.981,19.7525,10325882.19815
2009-10-04,19.7596,21.0231,19.0328,19.1268,14677728.149525
2009-10-11,19.3632,20.0882,18.8633,19.6269,10758990.909562
2009-10-18,19.7596,20.4845,19.2323,20.4845,15549488.925031
2009-10-25,20.4845,21.5381,20.4845,21.3659,8404793.5523278
2009-11-01,21.1761,21.3334,19.8905,20.0882,10978896.199772
2009-11-08,20.0223,20.0223,18.981,19.4969,11503738.2369
2009-11-15,19.8905,20.7472,19.7393,20.2533,8555792.1577744
2009-11-22,20.6154,21.1479,19.7596,20.2868,9254402.5397128
2009-11-29,20.5311,21.0099,19.5627,19.9889,6947887.5750022
2009-12-06,20.1866,21.2208,20.0627,21.0767,8638762.6389725
2009-12-13,21.0099,21.4185,20.5627,20.5627,7181946.5661556
2009-12-20,20.814,21.2147,20.2868,20.4186,12408195.802773
2009-12-27,20.4766,21.8658,20.4186,21.8658,7189200.3805652
2010-01-03,22.2955,22.7226,22.0969,22.3605,10198147.237849
2010-01-10,22.6566,24.5933,22.6566,23.8754,12795743.412854
2010-01-17,24.2699,24.3693,23.1048,23.118,7838993.7523197
2010-01-24,23.1838,23.9089,22.6707,22.7226,8662561.1590435
2010-01-31,22.6566,22.8623,21.6031,22.2287,7605321.6919632
2010-02-07,22.19,23.0002,20.6154,20.7472,9795150.8466872
2010-02-14,21.0767,21.5697,20.351,20.6013,8341737.4888192
2010-02-21,20.9326,21.5961,20.4247,21.0099,6659987.1634645
2010-02-28,21.3404,21.5697,20.5504,21.5626,8835967.6097558
2010-03-07,21.6031,23.3491,21.2086,23.2832,6168818.3479501
2010-03-14,23.4809,23.9668,23.0855,23.567,9407623.7211778
2010-03-21,23.6988,25.6206,23.3219,24.9633,21339628.344371
2010-03-28,25.0274,26.3051,24.3359,25.4914,9353385.1277107
2010-04-04,25.6873,26.1083,25.3569,25.6206,6710866.2871893
2010-04-11,25.8508,25.9967,24.7726,24.9888,10071938.378132
2010-04-18,25.0274,25.5564,24.7058,25.3569,12702268.898553
2010-04-25,24.8315,25.3904,24.1391,24.4026,8297039.0155585
2010-05-02,25.0151,26.0168,24.3034,25.7594,9482309.3311959
2010-05-09,26.0168,26.0818,23.4413,23.4413,11378767.555733
2010-05-16,24.0397,25.7137,24.0397,24.7638,8767957.6940155
2010-05-23,24.5678,26.0168,23.5063,23.9747,13018818.121503
2010-05-30,24.3113,25.2585,23.4616,25.2585,9983457.5471742
2010-06-06,25.161,25.668,24.3244,24.6988,5383701.6201493
2010-06-13,24.3693,24.9553,24.0872,24.6328,11364031.182532
2010-06-20,24.8236,25.8859,24.6988,25.3183,9306461.802368
2010-06-27,25.5231,25.7796,24.4624,24.6988,5333447.2758583
2010-07-04,24.7058,24.7585,23.0916,24.3561,5973688.0090571
2010-07-11,24.2436,24.8974,24.0072,24.4545,5209091.1318397
2010-07-18,24.4686,25.6206,24.3886,25.3253,5308073.7198377
2010-07-25,25.2857,26.1487,24.7638,26.1434,7652008.3067007
2010-08-01,26.247,26.4782,25.4378,25.7198,5221665.2447062
2010-08-08,25.7524,27.82,25.7198,27.6635,9600625.9406881
2010-08-15,27.696,27.7945,25.7796,25.7858,7244177.5566415
2010-08-22,26.0766,26.8736,25.2269,25.4501,6724194.9151097
2010-08-29,25.4229,26.0292,24.6988,25.6206,5539704.1512248
2010-09-05,25.5564,26.6741,24.5397,26.6091,5725732.5121374
2010-09-12,26.6741,27.4641,26.4518,27.0036,4988480.261941
2010-09-19,27.5977,27.6161,26.1143,26.1143,6828358.9616905
2010-09-26,26.1143,26.9377,25.9835,26.5098,5148608.1581302
2010-10-03,26.5634,26.7137,25.8385,26.2066,8250040.5801199
2010-10-10,26.1944,26.8771,25.5757,25.6531,14562013.080626
2010-10-17,25.82,27.3613,25.6988,26.2805,7548730.7868575
2010-10-24,26.247,26.4782,25.5564,26.1143,13525938.728134
2010-10-31,26.313,26.6741,25.82,26.4834,7105418.4827254
2010-11-07,26.6741,30.6125,26.6161,30.1784,17093648.935082
2010-11-14,30.1591,30.6265,28.8164,29.2443,11157440.863861
2010-11-21,28.9798,29.4078,28.0247,28.3867,10652423.339914
2010-11-28,28.6433,29.718,28.1899,29.276,11660820.760111
2010-12-05,29.2443,30.949,28.4536,30.4298,8058555.3569397
2010-12-12,30.3638,32.471,29.9754,32.1415,10472202.355049
2010-12-19,32.2733,32.5307,31.1863,31.8181,9597499.7674557
2010-12-26,31.7794,32.6353,31.5035,32.1476,4132962.6136816
2011-01-02,32.4042,32.4042,30.1653,30.1653,4763808.8947388
2011-01-09,30.3638,31.4156,29.4016,29.8374,5508126.0460732
2011-01-16,29.8041,31.9306,29.0458,31.3515,12506503.53794
2011-01-23,31.6029,32.5044,30.37,31.1397,8857998.7665105
2011-01-30,30.957,32.1221,30.1653,31.5483,8498642.4790768
2011-02-06,31.1204,31.7996,30.5281,30.6459,6391985.2371716
2011-02-13,30.7391,31.0606,29.3102,30.2329,12352530.117484
2011-02-20,30.4298,30.594,28.5581,29.0792,5287364.9559829
2011-02-27,29.0792,30.4016,28.5844,29.5141,5775099.1916591
2011-03-06,29.6459,32.688,29.5141,32.688,18167410.347189
2011-03-13,32.688,33.7882,32.3524,33.2609,12997143.168688
2011-03-20,33.3603,34.4138,32.0289,34.2486,13669403.56336
2011-03-27,34.5448,35.238,33.9217,34.7425,7058711.3834162
2011-04-03,34.579,36.9497,34.3479,36.9497,9653934.7622109
2011-04-10,36.8514,38.7608,36.5877,37.542,11534519.719823
2011-04-17,37.8715,38.1342,37.0139,37.6738,5021329.5485635
2011-04-24,37.6738,38.2679,36.3891,37.4111,5608385.5057009
2011-05-01,37.542,37.8715,36.028,36.4225,5374615.5746134
2011-05-08,36.6202,36.6202,34.1827,34.8751,10914473.360125
2011-05-15,34.9085,35.5007,33.4929,33.9217,7506317.4813618
2011-05-22,33.688,34.8418,33.1941,33.8857,6907859.5840661
2011-05-29,33.4578,34.8751,33.0966,34.7108,6173771.0621501
2011-06-05,34.9085,35.8628,34.1827,34.4138,10099453.709917
2011-06-12,34.5448,35.0728,34.1177,34.3154,4505815.9577355
2011-06-19,34.4138,34.9745,33.8857,34.7758,5912802.1721062
2011-06-26,34.3804,35.006,33.4929,33.9859,5447488.300045
2011-07-03,33.7222,34.7425,33.3268,34.4806,5684754.2646854
2011-07-10,34.6449,34.9745,33.8215,34.7758,5285204.9717109
2011-07-17,34.3154,34.7108,32.0289,32.1415,6997671.9121783
2011-07-24,31.6925,31.9438,29.3744,31.1477,33282535.311781
2011-07-31,31.1863,31.2856,29.7699,30.8103,7880513.7028873
2011-08-07,31.2197,31.2856,25.2269,26.9456,14056318.427784
2011-08-14,26.3648,27.1758,20.6224,24.3693,24573492.383716
2011-08-21,24.6988,26.0292,21.821,22.9273,12359150.048206
2011-08-28,23.0257,24.9826,22.9861,24.4686,8208472.8322186
2011-09-04,24.5336,26.0766,24.2436,25.0414,11295091.494847
2011-09-11,24.6328,25.161,23.1971,23.9747,9001498.8807201
2011-09-18,23.7094,25.0354,22.7288,24.6328,10168030.365471
2011-09-25,24.0468,24.6065,19.9766,21.2736,12753994.717903
2011-10-02,20.6348,25.0274,20.3721,24.0336,14541133.612008
2011-10-09,23.6452,24.1126,21.4063,22.9203,9814324.4057038
2011-10-16,23.4343,25.8508,22.9932,25.385,8136546.9492075
2011-10-23,25.3904,25.7858,23.9149,25.3904,10171632.235978
2011-10-30,25.5283,26.8191,25.1733,26.5098,8168576.8529661
2011-11-06,26.3455,27.4527,24.7322,26.3182,9274648.1246431
2011-11-13,26.0889,27.3006,25.4633,26.153,6710143.6370246
2011-11-20,26.6425,26.8736,24.7322,25.0414,8342272.3637443
2011-11-27,25.0274,25.3639,23.0723,24.3886,8298071.2103607
2011-12-04,24.8315,26.9255,24.726,25.7524,6527224.378868
2011-12-11,26.3182,27.1961,24.5397,25.3569,7909621.1410976
2011-12-18,24.9633,25.4229,22.8034,22.8034,10145706.734556
2011-12-25,22.9203,23.1838,21.7349,22.2287,5841147.140653
2012-01-01,22.3878,22.5046,21.8008,22.3272,2238707.6186227
2012-01-08,22.321,23.5459,22.1962,22.545,6234112.9199219
2012-01-15,22.8482,23.2507,21.7876,22.3605,7879383.6373541
2012-01-22,22.3272,24.6328,22.2744,24.4686,11182821.248072
2012-01-29,24.415,24.9633,23.9747,24.0731,10869590.52572
2012-02-05,24.0679,26.0818,23.8754,25.82,8373671.7979102
2012-02-12,25.82,26.0423,23.9282,24.4343,9296868.1946692
2012-02-19,24.8315,24.8315,23.5529,24.2383,6377957.8577534
2012-02-26,24.3693,24.6258,23.0784,23.5003,6162066.4055448
2012-03-04,23.5134,23.8438,23.053,23.053,6264666.7964935
2012-03-11,23.2225,23.9668,22.7226,23.7366,7756193.9758849
2012-03-18,23.705,24.8622,23.6241,24.5749,8937511.9072354
2012-03-25,24.6328,25.8508,24.2585,25.5941,10811974.254003
2012-04-01,25.1803,25.9967,24.3113,24.5995,12145153.418871
2012-04-08,24.8315,25.2391,24.1197,24.5283,5588094.3995003
2012-04-15,24.9633,24.9633,23.7094,24.0793,5364957.0991045
2012-04-22,24.1733,25.5231,24.0468,24.4686,9340921.4039245
2012-04-29,24.4686,24.7058,23.7762,24.1733,10249127.6464
2012-05-06,24.1267,24.364,23.053,23.3421,4186364.7538083
2012-05-13,23.2832,23.9089,22.2086,22.9273,8918089.1192643
2012-05-20,22.8412,22.901,21.3473,22.1962,10325049.158905
2012-05-27,22.3605,22.9861,21.7103,22.5319,9233561.7641743
2012-06-03,22.7226,23.0468,21.3131,21.4063,8030401.5893405
2012-06-10,21.4265,21.9862,20.7077,21.6365,6437206.0670081
2012-06-17,21.8008,23.9747,21.669,23.7436,9863542.0030656
2012-06-24,24.0072,24.4879,23.0855,23.8438,6235732.3391099
2012-07-01,23.8438,24.8974,23.5134,24.6399,10901462.243065
2012-07-08,24.2383,25.9439,24.2383,25.4826,7569491.900173
2012-07-15,25.4229,25.5564,24.3693,24.5678,6877837.1683243
2012-07-22,24.6328,25.153,24.2436,24.2585,5553631.3838486
2012-07-29,23.9747,24.2699,23.0257,23.7094,6721554.681437
2012-08-05,23.835,24.7638,23.5793,24.3693,6687311.305914
2012-08-12,24.5011,26.2137,24.4949,26.1487,4942870.2252442
2012-08-19,25.9501,26.2927,24.8578,25.0274,3788913.991391
2012-08-26,24.8974,25.3376,24.1838,24.9747,11438742.96728
2012-09-02,25.0274,26.3182,24.7119,25.7198,13771821.869227
2012-09-09,25.9501,28.3094,25.7858,28.3094,11478667.397326
2012-09-16,28.3094,30.4816,27.4641,30.3172,9849554.4547588
2012-09-23,29.9676,30.3963,28.2232,28.2558,9861758.7073047
2012-09-30,28.2558,30.2971,28.1899,29.9676,13179495.68703
2012-10-07,29.9157,30.4948,29.7434,30.1653,11011166.228231
2012-10-14,30.0405,30.1328,29.5194,29.638,6913450.7340809
2012-10-21,29.8374,30.4298,27.3666,27.6099,20500543.87466
2012-10-28,27.6231,28.3147,27.1504,28.2232,8612087.1746236
2012-11-04,28.3147,29.0792,27.8279,27.8402,5241567.1440463
2012-11-11,27.8604,28.0115,26.8929,27.4184,6268243.630301
2012-11-18,27.5977,30.0809,27.5308,29.0458,8908695.8051545
2012-11-25,29.2505,31.0343,29.2505,30.1398,6208853.1670768
2012-12-02,30.3296,31.457,29.797,30.0993,7062223.3494137
2012-12-09,29.9676,30.8639,29.5739,30.3041,5012153.5985189
2012-12-16,30.1653,32.5896,30.1653,32.5896,5898410.6225262
2012-12-23,32.5756,35.3681,32.2407,33.5245,12143535.137714
2012-12-30,33.3936,34.6765,32.6027,32.6027,1789278.3938047
2013-01-06,33.3936,34.8418,33.2609,33.7882,3886728.9588079
2013-01-13,33.623,33.6572,31.6801,32.0747,6191506.1490278
2013-01-20,32.2733,33.9217,31.4833,33.1941,7672537.2615382
2013-01-27,33.1291,34.3154,32.9982,34.05,4605421.0491038
2013-02-03,33.7222,34.0842,32.2733,32.6027,7527343.7560764
2013-02-10,32.9648,33.5588,31.2522,32.109,6022259.2043818
2013-02-17,32.3524,34.05,31.9904,33.688,4181338.0675443
2013-02-24,34.05,35.5983,33.3268,35.4006,10012246.336493
2013-03-03,35.303,36.883,34.7425,36.1589,7077972.570878
2013-03-10,35.6984,37.8056,35.6984,37.4111,6712886.2935553
2013-03-17,37.1799,37.477,35.2705,36.0596,9521207.2565988
2013-03-24,35.303,36.1589,34.2486,34.3479,5268632.9532874
2013-03-31,34.8751,35.3681,32.9648,33.854,5522030.5180619
2013-04-07,34.05,34.1177,32.4121,32.9314,6576931.3298847
2013-04-14,33.4929,34.2152,32.8005,33.8857,10632842.365528
2013-04-21,33.7882,33.7882,31.1011,31.2856,8915927.9969607
2013-04-28,31.3841,32.8989,30.8304,32.0747,8114892.4809639
2013-05-05,32.3374,32.8805,30.957,30.957,3241804.0869034
2013-05-12,31.536,32.3919,31.0211,31.826,6103032.14626
2013-05-19,31.826,34.3681,31.3576,33.9921,6645696.8987107
2013-05-26,34.2486,34.4806,32.9314,33.9217,6813563.4108373
2013-06-02,34.1177,36.0174,34.1177,34.9094,6831570.4873045
2013-06-09,34.3883,35.7978,34.2697,35.5597,7723670.1663445
2013-06-16,35.303,35.8311,34.6106,34.7108,5266331.8530777
2013-06-23,34.8286,35.1053,29.638,29.9676,10718004.695888
2013-06-30,30.1723,31.3515,27.8604,30.6933,13255702.845505
2013-07-07,30.8243,32.507,30.1653,30.1995,6502613.3041236
2013-07-14,30.2971,32.2337,28.783,32.0844,7619286.4796349
2013-07-21,32.1564,32.8673,31.2926,32.3154,6840523.383125
2013-07-28,32.4719,32.4719,28.3973,29.2601,9593719.2259639
2013-08-04,29.1249,31.0993,28.8516,30.587,6185030.748339
2013-08-11,30.6547,31.5949,30.0097,30.8946,4199271.1719474
2013-08-18,31.0299,31.1529,30.3234,30.4517,3253629.3748748
2013-08-25,30.6221,31.8392,29.5536,31.4385,6100745.8404632
2013-09-01,31.4385,31.9499,30.1793,30.6143,5173317.1036056
2013-09-08,30.7575,30.9209,27.4913,28.0352,8087142.7146378
2013-09-15,28.4439,30.5414,27.7972,29.3296,9242063.9994196
2013-09-22,29.9069,30.7575,28.914,30.5457,6527206.17036
2013-09-29,30.3841,31.0641,30.1864,30.6221,3498965.1226934
2013-10-06,30.4859,30.7232,29.0229,29.4447,4465627.5043219
2013-10-13,29.5801,30.9561,29.1793,30.8946,6175821.7953735
2013-10-20,30.826,31.7794,30.1924,30.4174,5253460.7139231
2013-10-27,30.6547,31.7856,30.4648,30.5334,5006312.0815179
2013-11-03,30.6221,31.4385,29.5668,29.6011,4876854.1411395
2013-11-10,30.247,30.6072,29.5335,29.9411,5853799.7777106
2013-11-17,30.275,30.6494,29.2601,30.6221,4517650.349961
2013-11-24,30.7232,31.6424,30.4859,31.268,4551849.3422454
2013-12-01,31.7039,32.6221,31.0299,32.5949,5442487.7885113
2013-12-08,32.3154,32.8673,30.1653,30.9069,8084428.508901
2013-12-15,31.1582,31.2258,29.7856,30.1512,4619913.88351
2013-12-22,30.145,30.1512,27.233,27.5598,10775202.171919
2013-12-29,27.5598,28.4105,27.5598,27.9131,1215750.2201449
2014-01-05,28.2057,29.5387,27.8999,28.9333,2607343.4169907
2014-01-12,28.5792,28.9895,27.5809,28.7163,8549996.1620436
2014-01-19,28.7567,29.3208,28.3209,28.6477,5933632.7053588
2014-01-26,28.4439,28.689,26.5248,26.5248,9191756.1676361
2014-02-02,26.1996,26.9131,25.5177,26.3964,10437605.05165
2014-02-09,26.4641,27.769,25.7901,27.769,8845675.0206302
2014-02-16,27.7365,28.9007,27.4913,27.7022,6008016.7369617
2014-02-23,28.0352,29.5536,27.8999,29.363,4996266.6752122
2014-03-02,29.3155,30.0229,28.0352,29.7364,6556694.8492084
2014-03-09,28.7567,28.8182,27.0836,27.7022,6287665.2802404
2014-03-16,27.696,28.3973,26.8859,27.5933,5349345.5794826
2014-03-23,27.6144,28.9061,27.3621,27.4702,5548870.9970153
2014-03-30,27.4702,28.8516,27.2189,28.6407,3943614.6141382
2014-04-06,28.8041,29.6687,28.6556,29.5335,4400973.6442285
2014-04-13,29.1925,30.2821,28.8252,30.2821,5017259.9470058
2014-04-20,29.7786,30.1723,29.2742,29.6354,3710197.472895
2014-04-27,29.465,31.4323,29.3366,30.6898,4870497.0957532
2014-05-04,30.6828,31.5044,30.5264,30.7927,2674881.0495525
2014-05-11,30.7039,30.7443,29.138,29.138,4164447.4002292
2014-05-18,29.2601,30.595,29.2532,30.0835,3085903.9786859
2014-05-25,30.2057,30.7575,29.3419,30.37,3048281.7868809
2014-06-01,30.6898,31.1529,28.7022,28.7022,5402795.5169431
2014-06-08,28.7778,29.4509,28.2874,29.2601,5722827.1170656
2014-06-15,29.3963,29.5466,28.6759,28.7479,4138371.6786155
2014-06-22,28.7479,29.4078,28.3735,28.9728,4406359.9485273
2014-06-29,28.9728,29.7118,28.6196,28.8314,3622838.7412476
2014-07-06,29.008,29.1767,27.5353,28.3033,3493050.7716601
2014-07-13,28.3665,29.6345,28.3375,29.4236,4435048.5910516
2014-07-20,29.3594,30.5281,29.3375,30.0562,4900003.9831098
2014-07-27,30.0773,30.3305,26.986,27.3736,8773792.3828259
2014-08-03,27.4641,27.9799,25.4589,25.9659,7565652.18103
2014-08-10,26.248,27.1987,26.0503,26.4026,6343967.1252801
2014-08-17,26.755,27.726,26.7471,27.4518,6466340.8179806
2014-08-24,27.7049,28.0071,27.1073,27.7049,3555236.2408758
2014-08-31,27.726,28.9447,27.4439,27.7611,5767161.4201645
2014-09-07,27.7611,29.2189,27.7611,28.6627,4521847.4110752
2014-09-14,28.8595,29.2532,28.5273,28.6407,5841438.4767824
2014-09-21,28.5229,30.7892,28.24,30.696,5928123.4936305
2014-09-28,30.3392,30.5563,29.008,29.2812,3371858.3559218
2014-10-05,29.2962,29.783,28.0924,29.0212,4828213.5258777
2014-10-12,29.1828,30.0773,28.6556,29.1978,5758704.7061894
2014-10-19,29.3102,29.8384,29.1125,29.3172,5939463.980074
2014-10-26,29.5,30.2039,28.8736,29.3023,5081469.9747146
2014-11-02,29.3594,29.8103,29.0141,29.5211,4044317.9061505
2014-11-09,29.3938,30.3243,29.3938,30.2039,6439668.767727
2014-11-16,30.0773,32.2469,30.0773,31.9991,5375106.0663
2014-11-23,32.0202,32.4367,31.232,32.1397,6060938.6276877
2014-11-30,31.8312,32.1397,30.7672,31.8023,5822276.2980833
2014-12-07,31.6828,34.8083,31.6758,34.5342,8482467.6337359
2014-12-14,34.7029,35.013,33.2311,34.1388,7037100.1603793
2014-12-21,33.9226,34.5131,31.7803,34.3585,8649122.1420428
2014-12-28,34.2109,34.6195,34.0281,34.1476,1150743.5702074
2015-01-04,34.2873,34.5974,33.4508,34.1827,2924764.3722661
2015-01-11,34.007,36.5341,33.3374,36.0965,7127294.8671613
2015-01-18,35.9278,36.5763,34.2952,35.5272,6963596.9653551
2015-01-25,35.5272,37.9418,34.6739,37.5332,6431696.8552797
2015-02-01,37.3856,39.3153,36.6185,38.6184,7650264.8420513
2015-02-08,38.4488,39.3495,37.1124,38.999,9205970.1842623
2015-02-15,38.8566,39.7801,38.0332,39.701,7139483.1872627
2015-02-22,39.6316,39.9207,38.0551,38.723,6620851.3894247
2015-03-01,38.7599,39.8214,38.0973,38.4488,8415398.8702573
2015-03-08,38.5042,39.3565,37.8996,39.3565,7498115.6864999
2015-03-15,40.1236,40.1236,36.9269,37.1035,7841684.0593897
2015-03-22,36.9911,40.1315,36.9911,40.1315,12150551.103487
2015-03-29,40.1746,41.7511,39.7924,40.9206,6629531.1576238
2015-04-05,40.9479,42.5243,40.9479,42.4909,3941551.3625655
2015-04-12,42.4909,45.0242,42.3485,44.3547,6181584.7881833
2015-04-19,44.1806,45.6164,42.2431,42.2431,8867611.7207492
2015-04-26,42.8697,47.2904,42.5243,46.8186,11186127.230321
2015-05-03,46.8344,49.3546,46.8186,48.2148,9068144.2963856
2015-05-10,48.5101,49.2834,45.5023,47.8756,10322958.59457
2015-05-17,47.8756,49.7543,47.3484,48.192,8662410.9388518
2015-05-24,48.4459,51.8825,48.2772,50.7279,7170161.1092957
2015-05-31,50.2903,51.5865,49.1638,49.7429,6757884.0691677
